ebmcode;ebmlabel;price
31248;Zuschlag zu den Gebührenordnungspositionen 31241 bis 31246 bei Simultaneingriffen und zu der Gebührenordnungsposition 31247;49,78
31251;Zentraler neurochirurgischer Eingriff der Kategorie P1;179,40
31252;Zentraler neurochirurgischer Eingriff der Kategorie P2;235,44
31253;Zentraler neurochirurgischer Eingriff der Kategorie P3;293,78
31254;Zentraler neurochirurgischer Eingriff der Kategorie P4;375,49
31255;Zentraler neurochirurgischer Eingriff der Kategorie P5;489,87
31256;Zentraler neurochirurgischer Eingriff der Kategorie P6;629,61
31257;Zentraler neurochirurgischer Eingriff der Kategorie P7;668,75
31258;Zuschlag zu den Gebührenordnungspositionen 31251 bis 31256 bei Simultaneingriffen und zur Gebührenordnungsposition 31257;59,07
31261;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP1;358,58
31262;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP2;411,08
31263;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP3;463,36
31264;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP4;541,01
31265;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP5;650,48
31266;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP6;758,60
31267;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP7;796,07
31268;Zuschlag zu den Gebührenordnungspositionen 31261 bis 31266 bei Simultaneingriffen und zu der Gebührenordnungsposition 31267;56,15
31271;Urologischer Eingriff der Kategorie Q1;108,85
31272;Urologischer Eingriff der Kategorie Q2;178,25
31273;Urologischer Eingriff der Kategorie Q3;258,71
31274;Urologischer Eingriff der Kategorie Q4;348,77
31275;Urologischer Eingriff der Kategorie Q5;463,88
31276;Urologischer Eingriff der Kategorie Q6;598,61
31277;Urologischer Eingriff der Kategorie Q7;642,34
31278;Zuschlag zu den Gebührenordnungspositionen 31271 bis 31276 bei Simultaneingriffen und zu der Gebührenordnungsposition 31277;58,86
31281;Endoskopischer urologischer Eingriff der Kategorie R1;137,13
31282;Endoskopischer urologischer Eingriff der Kategorie R2;204,13
31283;Endoskopischer urologischer Eingriff der Kategorie R3;284,38
31284;Endoskopischer urologischer Eingriff der Kategorie R4;374,55
31285;Endoskopischer urologischer Eingriff der Kategorie R5;484,24
31286;Endoskopischer urologischer Eingriff der Kategorie R6;604,46
31287;Endoskopischer urologischer Eingriff der Kategorie R7;641,82
31288;Zuschlag zu den Gebührenordnungspositionen 31281 bis 31286 bei Simultaneingriffen und zu der Gebührenordnungsposition 31287;55,73
31291;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR1;137,13
31292;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR2;204,13
31293;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR3;284,38
31294;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR4;374,55
31295;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR5;489,77
31296;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR6;624,39
31297;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR7;668,12
31298;Zuschlag zu den Gebührenordnungspositionen 31291 bis 31296 bei Simultaneingriffen und zu der Gebührenordnungsposition 31297;58,86
31301;Gynäkologischer Eingriff der Kategorie S1;97,99
31302;Gynäkologischer Eingriff der Kategorie S2;146,00
31303;Gynäkologischer Eingriff der Kategorie S3;183,26
31304;Gynäkologischer Eingriff der Kategorie S4;236,17
31305;Gynäkologischer Eingriff der Kategorie S5;317,05
31306;Gynäkologischer Eingriff der Kategorie S6;407,22
31307;Gynäkologischer Eingriff der Kategorie S7;438,11
31308;Zuschlag zu den Gebührenordnungspositionen 31301 bis 31306 bei Simultaneingriffen und zu der Gebührenordnungsposition 31307;39,66
31311;Endoskopischer gynäkologischer Eingriff der Kategorie T1;134,10
31312;Endoskopischer gynäkologischer Eingriff der Kategorie T2;200,16
31313;Endoskopischer gynäkologischer Eingriff der Kategorie T3;278,96
31314;Endoskopischer gynäkologischer Eingriff der Kategorie T4;367,98
31315;Endoskopischer gynäkologischer Eingriff der Kategorie T5;475,57
31316;Endoskopischer gynäkologischer Eingriff der Kategorie T6;594,13
31317;Endoskopischer gynäkologischer Eingriff der Kategorie T7;630,76
31318;Zuschlag zu den Gebührenordnungspositionen 31311 bis 31316 bei Simultaneingriffen und zu der Gebührenordnungsposition 31317;54,79
31321;Extraocularer Eingriff der Kategorie U1;96,85
31322;Extraocularer Eingriff der Kategorie U2;151,85
31323;Extraocularer Eingriff der Kategorie U3;222,18
31324;Extraocularer Eingriff der Kategorie U4;297,43
31325;Extraocularer Eingriff der Kategorie U5;395,95
31326;Extraocularer Eingriff der Kategorie U6;528,28
31327;Extraocularer Eingriff der Kategorie U7;564,07
31328;Zuschlag zu den Gebührenordnungspositionen 31321 bis 31326 bei Simultaneingriffen und zu der Gebührenordnungsposition 31327;50,20
31331;Intraocularer Eingriff der Kategorie V1;177,73
31332;Intraocularer Eingriff der Kategorie V2;227,51
31333;Intraocularer Eingriff der Kategorie V3;288,25
31334;Intraocularer Eingriff der Kategorie V4;383,11
31335;Intraocularer Eingriff der Kategorie V5;527,02
31336;Intraocularer Eingriff der Kategorie V6;688,05
31337;Intraocularer Eingriff der Kategorie V7;733,87
31338;Zuschlag zu den Gebührenordnungspositionen 31331 bis 31336 bei Simultaneingriffen und zu der Gebührenordnungsposition 31337;65,64
31341;Laserchirurgischer Eingriff der Kategorie W1;79,94
31342;Laserchirurgischer Eingriff der Kategorie W2;123,25
31343;Laserchirurgischer Eingriff der Kategorie W3;158,32
31344;Laserchirurgischer Eingriff der Kategorie W4;211,12
31345;Laserchirurgischer Eingriff der Kategorie W5;285,84
31346;Laserchirurgischer Eingriff der Kategorie W6;386,97
31347;Laserchirurgischer Eingriff der Kategorie W7;412,02
31348;Zuschlag zu den Gebührenordnungspositionen 31341 bis 31346 bei Simultaneingriffen und zu der Gebührenordnungsposition 31347;37,26
31350;Intraocularer Eingriff der Kategorie X1;358,58
31351;Intraocularer Eingriff der Kategorie X2;423,50
31362;"Eingriff der Kategorie Y2: Phototherapeutische Keratektomie (PTK) gemäß Nr. 13 Anlage I ""Anerkannte Untersuchungs- und Behandlungsmethoden"" der Richtlinie Methoden vertragsärztliche Versorgung des Gemeinsamen Bundesausschusses";109,79
31371;Intraocularer Eingriff der Kategorie Z1: Intravitreale Medikamenteneingabe am rechten Auge gemäß der Qualitätssicherungsvereinbarung nach § 135 Abs. 2 SGB V;168,86
31372;Intraocularer Eingriff der Kategorie Z1: Intravitreale Medikamenteneingabe am linken Auge gemäß der Qualitätssicherungsvereinbarung nach § 135 Abs. 2 SGB V;168,86
31373;Intraocularer Eingriff der Kategorie Z9: Intravitreale Medikamenteneingabe an beiden Augen gemäß der Qualitätssicherungsvereinbarung nach § 135 Abs. 2 SGB V;222,29
31501;Postoperative Überwachung im Anschluss an Biopsien von Muskeln, Weichteilen und Nerven der Kategorie C1 (Nr. 31121) oder einer Leistung entsprechend der Gebührenordnungsposition 31341 oder 31342;14,92
31502;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31101, 31111, 31121, 31131, 31141, 31221, 31231, 31241, 31271, 31281, 31301, 31321, 31331 , 31350, 31371, 31372 oder 31373 (außer Biopsieleistungen der Kategorie C1);26,93
31503;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31102, 31112, 31122, 31132, 31142, 31151, 31152, 31161, 31162, 31171, 31172, 31201, 31202, 31211, 31212, 31222, 31232, 31242, 31272, 31282, 31291, 31292, 31302, 31311, 31312, 31322, 31332 oder 31351;53,54
31504;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31103, 31104, 31113, 31114, 31123, 31124, 31133, 31134, 31143, 31144, 31181, 31182, 31191, 31192, 31223, 31224, 31233, 31234, 31243, 31244, 31251, 31252, 31261, 31262, 31323, 31324, 31333, 31334, 31343 oder 31344;77,54
31505;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31105, 31115, 31125, 31135, 31145, 31153, 31154, 31163, 31164, 31173, 31174, 31203, 31204, 31213, 31214, 31225, 31235, 31245, 31273, 31274, 31283, 31284, 31293, 31294, 31303, 31304, 31313, 31314, 31325, 31335 oder 31345;107,60
31506;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31106, 31116, 31126, 31136, 31146, 31155, 31165, 31175, 31205, 31215, 31226, 31236, 31246, 31275, 31285, 31295, 31305, 31315, 31326, 31336 oder 31346;155,71
31507;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31107, 31117, 31127, 31137, 31147, 31156, 31157, 31166, 31167, 31176, 31177, 31206, 31207, 31216, 31217, 31227, 31237, 31247, 31276, 31277, 31286, 31287, 31296, 31297, 31306, 31307, 31316, 31317, 31327, 31337 oder 31347;206,53
31600;Postoperative Behandlung durch den Hausarzt nach der Erbringung eines Eingriffs des Abschnitts 31.2 bei Überweisung durch den Operateur;16,28
31601;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31101, 31111, 31141, 31151, 31161, 31181, 31191, 31211 oder 31271 bei Überweisung durch den Operateur;14,71
31602;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31101, 31111, 31141, 31151, 31161, 31181, 31191, 31211 oder 31271 bei Erbringung durch den Operateur;8,45
31608;Postoperative Behandlung nach Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31102, 31103, 31112, 31113, 31152, 31153, 31162, 31163, 31182, 31183, 31192, 31193, 31212, 31213, 31272 oder 31273 bei Überweisung durch den Operateur;24,32
31609;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31102, 31103, 31112, 31113, 31152, 31153, 31162, 31163, 31182, 31183, 31192, 31193, 31212, 31213, 31272 oder 31273 bei Erbringung durch den Operateur;18,05
31610;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31104, 31105, 31114, 31115, 31154, 31155, 31164, 31165, 31184, 31185, 31194, 31195, 31214, 31215, 31274 oder 31275 bei Überweisung durch den Operateur;30,47
31611;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31104, 31105, 31114, 31115, 31154, 31155, 31164, 31165, 31184, 31185, 31194, 31195, 31214, 31215, 31274 oder 31275 bei Erbringung durch den Operateur;24,32
31612;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31106, 31107, 31116, 31117, 31156, 31157, 31166, 31167, 31186, 31187, 31196, 31197, 31216, 31217, 31276 oder 31277 bei Überweisung durch den Operateur;36,94
31613;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31106, 31107, 31116, 31117, 31156, 31157, 31166, 31167, 31186, 31187, 31196, 31197, 31216, 31217, 31276 oder 31277 bei Erbringung durch den Operateur;30,68
31614;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31121, 31122, 31131, 31132, 31142, 31241 oder 31242 bei Überweisung durch den Operateur;17,32
31615;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31121, 31122, 31131, 31132, 31142, 31241 oder 31242 bei Erbringung durch den Operateur;10,85
31616;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31123, 31133, 31143 oder 31243 bei Überweisung durch den Operateur;28,28
31617;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31123, 31133, 31143 oder 31243 bei Erbringung durch den Operateur;21,81
31618;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31124, 31125, 31134, 31135, 31144, 31145, 31244 oder 31245 bei Überweisung durch den Operateur;36,32
31619;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31124, 31125, 31134, 31135, 31144, 31145, 31244 oder 31245 bei Erbringung durch den Operateur;30,26
31620;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31126, 31127, 31136, 31137, 31146, 31147, 31246 oder 31247 bei Überweisung durch den Operateur;42,47
31621;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31126, 31127, 31136, 31137, 31146, 31147, 31246 oder 31247 bei Erbringung durch den Operateur;36,53
31622;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31171 bei Überweisung durch den Operateur;18,05
31623;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31171 bei Erbringung durch den Operateur;11,79
31624;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31172 oder 31173 bei Überweisung durch den Operateur;25,88
31625;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31172 oder 31173 bei Erbringung durch den Operateur;19,52
31626;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31174 oder 31175 bei Überweisung durch den Operateur;33,92
31627;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31174 oder 31175 bei Erbringung durch den Operateur;27,86
31628;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31176 oder 31177 bei Überweisung durch den Operateur;40,07
31629;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31176 oder 31177 bei Erbringung durch den Operateur;34,33
31630;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31201 bei Überweisung durch den Operateur;18,05
31631;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31201 bei Erbringung durch den Operateur;11,79
31632;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31202 oder 31203 bei Überweisung durch den Operateur;25,88
31633;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31202 oder 31203 bei Erbringung durch den Operateur;19,52
31634;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31204 oder 31205 bei Überweisung durch den Operateur;33,92
31635;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31204 oder 31205 bei Erbringung durch den Operateur;27,86
31636;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31206 oder 31207 bei Überweisung durch den Operateur;40,07
31637;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31206 oder 31207 bei Erbringung durch den Operateur;34,33
31643;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31221 oder 31222 bei Überweisung durch den Operateur;14,71
31644;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31221 oder 31222 bei Erbringung durch den Operateur;8,45
31645;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31223 bei Überweisung durch den Operateur;24,32
31646;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31223 bei Erbringung durch den Operateur;18,05
31647;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31224 oder 31225 bei Überweisung durch den Operateur;30,47
31648;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31224 oder 31225 bei Erbringung durch den Operateur;24,32
31649;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31226 oder 31227 bei Überweisung durch den Operateur;36,94
31650;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31226 oder 31227 bei Erbringung durch den Operateur;30,68
31656;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31231 bei Überweisung durch den Operateur;15,55
31657;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31231 bei Erbringung durch den Operateur;9,18
31658;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31232 oder 31233 bei Überweisung durch den Operateur;30,06
31659;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31232 oder 31233 bei Erbringung durch den Operateur;24,00
